============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

DP Training
  Noise multiplier: 0.6
  Max grad norm: 1.0
  Delta: 1e-05
  Epochs: 60

Epoch 01: loss=0.9171 acc=0.7606 | val_loss=0.8229 val_acc=0.8143 | ε=1.2803
Round   2: loss=0.4983 acc=0.8251
Round   4: loss=0.4516 acc=0.8423
Round   5: loss=0.4397 acc=0.8471 | val_loss=0.4356 val_acc=0.8521
Round   6: loss=0.4307 acc=0.8499
Round   8: loss=0.4197 acc=0.8538
Round  10: loss=0.4123 acc=0.8560 | val_loss=0.4167 val_acc=0.8593
Round  12: loss=0.4068 acc=0.8577
Round  14: loss=0.4011 acc=0.8593
Round  15: loss=0.3992 acc=0.8601 | val_loss=0.4124 val_acc=0.8634
Round  16: loss=0.3973 acc=0.8610
Round  18: loss=0.3934 acc=0.8622
Round  20: loss=0.3912 acc=0.8634 | val_loss=0.4063 val_acc=0.8661
Round  22: loss=0.3888 acc=0.8639
Round  24: loss=0.3878 acc=0.8644
Round  25: loss=0.3862 acc=0.8648 | val_loss=0.4000 val_acc=0.8677
Round  26: loss=0.3854 acc=0.8655
Round  28: loss=0.3833 acc=0.8656
Round  30: loss=0.3829 acc=0.8664 | val_loss=0.4008 val_acc=0.8673
Round  32: loss=0.3798 acc=0.8674
Round  34: loss=0.3791 acc=0.8670
Round  35: loss=0.3794 acc=0.8672 | val_loss=0.3983 val_acc=0.8690
Round  36: loss=0.3789 acc=0.8676
Round  38: loss=0.3781 acc=0.8675
Round  40: loss=0.3772 acc=0.8681 | val_loss=0.3967 val_acc=0.8703

======================================================================
Training completed: 40 rounds in 65.9s
  Best validation accuracy: 0.8703 (round 40)
  Validation checks: 8
======================================================================

✓ 0.8821 acc | 0.8688 f1 | 66.1s

[18/21]

============================================================
fl_sleep_edf_c5_run3 | sleep-edf | fl | seed=456
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

======================================================================
FEDERATED LEARNING TRAINING
======================================================================
  Clients: 5
  Global rounds: 40
  Local epochs per round: 1
  Validation frequency: every 5 rounds
  Early stopping patience: 15 validation rounds
======================================================================

Round   2: loss=0.5036 acc=0.8227
Round   4: loss=0.4534 acc=0.8422
Round   5: loss=0.4421 acc=0.8463 | val_loss=0.4324 val_acc=0.8539
Round   6: loss=0.4355 acc=0.8491
Round   8: loss=0.4214 acc=0.8533
Round  10: loss=0.4134 acc=0.8563 | val_loss=0.4095 val_acc=0.8620
Round  12: loss=0.4065 acc=0.8580
Round  14: loss=0.4020 acc=0.8598
Round  15: loss=0.4001 acc=0.8607 | val_loss=0.4024 val_acc=0.8649
Round  16: loss=0.3986 acc=0.8604
Round  18: loss=0.3948 acc=0.8620
Round  20: loss=0.3932 acc=0.8630 | val_loss=0.3998 val_acc=0.8678
Round  22: loss=0.3898 acc=0.8639
Round  24: loss=0.3879 acc=0.8646
Round  25: loss=0.3864 acc=0.8654 | val_loss=0.3991 val_acc=0.8680
Round  26: loss=0.3855 acc=0.8648
Round  28: loss=0.3847 acc=0.8654
Round  30: loss=0.3823 acc=0.8663 | val_loss=0.3986 val_acc=0.8680
Round  32: loss=0.3804 acc=0.8667
Round  34: loss=0.3796 acc=0.8669
Round  35: loss=0.3803 acc=0.8677 | val_loss=0.3959 val_acc=0.8691
Round  36: loss=0.3781 acc=0.8677
Round  38: loss=0.3783 acc=0.8681
Round  40: loss=0.3770 acc=0.8686 | val_loss=0.3939 val_acc=0.8697

======================================================================
Training completed: 40 rounds in 69.0s
  Best validation accuracy: 0.8697 (round 40)
  Validation checks: 8
======================================================================

✓ 0.8808 acc | 0.8670 f1 | 69.3s

[19/21]

============================================================
fl_sleep_edf_c10_run1 | sleep-edf | fl | seed=42
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

======================================================================
FEDERATED LEARNING TRAINING
======================================================================
  Clients: 10
  Global rounds: 40
  Local epochs per round: 1
  Validation frequency: every 5 rounds
  Early stopping patience: 15 validation rounds
======================================================================

Round   2: loss=0.5376 acc=0.8082
Round   4: loss=0.4689 acc=0.8351
Round   5: loss=0.4553 acc=0.8405 | val_loss=0.4564 val_acc=0.8448
Round   6: loss=0.4444 acc=0.8444
Round   8: loss=0.4326 acc=0.8489
Round  10: loss=0.4225 acc=0.8523 | val_loss=0.4373 val_acc=0.8520
Round  12: loss=0.4152 acc=0.8546
Round  14: loss=0.4098 acc=0.8562
Round  15: loss=0.4081 acc=0.8571 | val_loss=0.4286 val_acc=0.8558
Round  16: loss=0.4048 acc=0.8578
Round  18: loss=0.4024 acc=0.8588
Round  20: loss=0.3987 acc=0.8598 | val_loss=0.4242 val_acc=0.8574
Round  22: loss=0.3962 acc=0.8606
Round  24: loss=0.3948 acc=0.8614
Round  25: loss=0.3928 acc=0.8620 | val_loss=0.4212 val_acc=0.8590
Round  26: loss=0.3917 acc=0.8626
Round  28: loss=0.3902 acc=0.8630
Round  30: loss=0.3890 acc=0.8634 | val_loss=0.4184 val_acc=0.8605
Round  32: loss=0.3880 acc=0.8638
Round  34: loss=0.3873 acc=0.8644
Round  35: loss=0.3870 acc=0.8641 | val_loss=0.4172 val_acc=0.8622
Round  36: loss=0.3870 acc=0.8643
Round  38: loss=0.3861 acc=0.8648
Round  40: loss=0.3865 acc=0.8649 | val_loss=0.4158 val_acc=0.8626

======================================================================
Training completed: 40 rounds in 76.8s
  Best validation accuracy: 0.8626 (round 40)
  Validation checks: 8
======================================================================

✓ 0.8782 acc | 0.8657 f1 | 77.0s

[20/21]

============================================================
fl_sleep_edf_c10_run2 | sleep-edf | fl | seed=123
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

======================================================================
FEDERATED LEARNING TRAINING
======================================================================
  Clients: 10
  Global rounds: 40
  Local epochs per round: 1
  Validation frequency: every 5 rounds
  Early stopping patience: 15 validation rounds
======================================================================

Round   2: loss=0.5368 acc=0.8086
Round   4: loss=0.4692 acc=0.8349
Round   5: loss=0.4570 acc=0.8401 | val_loss=0.4624 val_acc=0.8409
Round   6: loss=0.4458 acc=0.8433
Round   8: loss=0.4326 acc=0.8486
Round  10: loss=0.4258 acc=0.8510 | val_loss=0.4446 val_acc=0.8491
Round  12: loss=0.4190 acc=0.8537
Round  14: loss=0.4129 acc=0.8553
Round  15: loss=0.4097 acc=0.8564 | val_loss=0.4343 val_acc=0.8521
Round  16: loss=0.4077 acc=0.8574
Round  18: loss=0.4036 acc=0.8580
Round  20: loss=0.4011 acc=0.8594 | val_loss=0.4269 val_acc=0.8561
Round  22: loss=0.3979 acc=0.8602
Round  24: loss=0.3941 acc=0.8618
Round  25: loss=0.3941 acc=0.8613 | val_loss=0.4229 val_acc=0.8583
Round  26: loss=0.3936 acc=0.8616
Round  28: loss=0.3928 acc=0.8621
Round  30: loss=0.3888 acc=0.8636 | val_loss=0.4197 val_acc=0.8595
Round  32: loss=0.3884 acc=0.8640
Round  34: loss=0.3880 acc=0.8642
Round  35: loss=0.3878 acc=0.8646 | val_loss=0.4164 val_acc=0.8617
Round  36: loss=0.3877 acc=0.8643
Round  38: loss=0.3870 acc=0.8651
Round  40: loss=0.3862 acc=0.8654 | val_loss=0.4136 val_acc=0.8624

======================================================================
Training completed: 40 rounds in 126.5s
  Best validation accuracy: 0.8624 (round 40)
  Validation checks: 8
======================================================================

✓ 0.8781 acc | 0.8668 f1 | 127.0s

[21/21]

============================================================
fl_sleep_edf_c10_run3 | sleep-edf | fl | seed=456
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

======================================================================
FEDERATED LEARNING TRAINING
======================================================================
  Clients: 10
  Global rounds: 40
  Local epochs per round: 1
  Validation frequency: every 5 rounds
  Early stopping patience: 15 validation rounds
======================================================================

Round   2: loss=0.5426 acc=0.8066
Round   4: loss=0.4738 acc=0.8331
Round   5: loss=0.4599 acc=0.8387 | val_loss=0.4561 val_acc=0.8454
Round   6: loss=0.4498 acc=0.8430
Round   8: loss=0.4360 acc=0.8477
Round  10: loss=0.4261 acc=0.8514 | val_loss=0.4378 val_acc=0.8504
Round  12: loss=0.4196 acc=0.8537
Round  14: loss=0.4152 acc=0.8552
Round  15: loss=0.4115 acc=0.8560 | val_loss=0.4279 val_acc=0.8561
Round  16: loss=0.4091 acc=0.8571
Round  18: loss=0.4051 acc=0.8578
Round  20: loss=0.4019 acc=0.8587 | val_loss=0.4195 val_acc=0.8588
Round  22: loss=0.3990 acc=0.8603
Round  24: loss=0.3956 acc=0.8612
Round  25: loss=0.3943 acc=0.8614 | val_loss=0.4142 val_acc=0.8609
Round  26: loss=0.3941 acc=0.8619
Round  28: loss=0.3920 acc=0.8622
Round  30: loss=0.3910 acc=0.8628 | val_loss=0.4134 val_acc=0.8615
Round  32: loss=0.3900 acc=0.8633
Round  34: loss=0.3881 acc=0.8639
Round  35: loss=0.3879 acc=0.8642 | val_loss=0.4104 val_acc=0.8632
Round  36: loss=0.3884 acc=0.8645
Round  38: loss=0.3883 acc=0.8647
Round  40: loss=0.3863 acc=0.8655 | val_loss=0.4083 val_acc=0.8640

======================================================================
Training completed: 40 rounds in 81.3s
  Best validation accuracy: 0.8640 (round 40)
  Validation checks: 8
======================================================================

✓ 0.8775 acc | 0.8639 f1 | 81.6s
✓ Cache cleared

============================================================
RESULTS
============================================================
Success: 21/21
Avg Accuracy: 0.8749
Avg F1: 0.8577
Time: 1.56h
Saved: experiments/results_log.json

Total time: 93.8 minutes

((venv) ) vasco@MacBook-Air-de-Vasco mhealth-data-privacy % 
